,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,Age_sd,DistanceFromHome_sd,MonthlyIncome_sd,NumCompaniesWorked_sd,PercentSalaryHike_sd,TotalWorkingYears_sd,TrainingTimesLastYear_sd,YearsAtCompany_sd,YearsSinceLastPromotion_sd,YearsWithCurrManager_sd,PerformanceRating_sd,JobInvolvement_sd,EnvironmentSatisfaction_sd,JobSatisfaction_sd,WorkLifeBalance_sd
926,0,47,1,45380,8.0,11,16.0,3,8,1,7,3,4,3.0,3.0,2.0,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.103361511540898,-0.9766986801038673,-0.4175059517827325,2.1278436512617582,-0.8093301263439133,0.607207581703424,0.1557070814399298,0.16194730971731802,-0.3687152874355457,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.049909597077369375,-0.0947518717150079,-1.113343986979815
1334,0,49,2,52040,8.0,14,26.0,3,5,0,0,3,2,3.0,2.0,3.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1.3223652142096962,-0.836361094437959,-0.2759951697283044,2.1278436512617582,-0.08974426804216784,1.893646982404704,0.1557070814399298,-0.32789331844000197,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-1.1930428163631641,0.049909597077369375,-1.1504897316868,-0.017727612261845094
1384,0,46,2,88370,2.0,18,15.0,3,3,1,2,3,3,4.0,3.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.9938596602064987,-0.836361094437959,0.4959397720190489,-0.2786886018458735,0.8697035430268261,0.47856364163329607,0.1557070814399298,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,1.0778887624561249
1131,0,45,2,57680,5.0,23,9.0,4,6,0,3,4,4,4.0,3.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0.8843578088720997,-0.836361094437959,-0.1561572101506806,0.9245775247079423,2.0690133068630687,-0.29329999878747187,0.9316033855643254,-0.16461310905422863,-0.6791456840737199,-0.3148734873096303,1.6245446154992582,1.1303481397691186,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
4153,1,58,2,43850,1.0,11,40.0,2,40,15,6,3,3,3.0,3.0,2.0,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2.3078818762192883,-0.836361094437959,-0.45001518549793895,-0.6797773106971454,-0.8093301263439133,3.6946621433864957,-0.6201892226844657,5.386914010062064,3.977310265498893,0.5261877356070683,0.04825380046037423,-0.03134733829702275,0.049909597077369375,-0.0947518717150079,-1.113343986979815
1581,0,34,10,88650,1.0,11,1.0,0,1,1,0,3,3,3.0,3.0,2.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,-0.3201625558062908,0.2863395908893066,0.5018891742675834,-0.6797773106971454,-0.8093301263439133,-1.3224515193484958,-2.171981830933257,-0.9810141559830953,-0.3687152874355457,-1.1559347102263289,0.04825380046037423,-0.03134733829702275,0.049909597077369375,-0.0947518717150079,-1.113343986979815
940,0,26,2,20800,0.0,13,8.0,6,7,7,6,3,3,4.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-1.1961773664814839,-0.836361094437959,-0.9397784777433695,-1.0808660195484174,-0.3296062208094163,-0.42194393885759984,2.4833959938131165,-0.0013328996684553085,1.4938670923934996,0.5261877356070683,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
1477,0,30,6,52090,7.0,14,10.0,3,8,7,7,3,3,2.0,3.0,2.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.7581699611438873,-0.2750107517743262,-0.2749327764696375,1.7267549424104864,-0.08974426804216784,-0.16465605871734387,0.1557070814399298,0.16194730971731802,1.4938670923934996,0.8065414765793013,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-0.0947518717150079,-1.113343986979815
4228,1,26,26,20240,1.0,15,8.0,2,8,1,7,3,3,3.0,2.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-1.1961773664814839,2.531740961543838,-0.9516772822404386,-0.6797773106971454,0.15011768472508064,-0.42194393885759984,-0.6201892226844657,0.16194730971731802,-0.3687152874355457,0.8065414765793013,0.04825380046037423,-0.03134733829702275,0.049909597077369375,-1.1504897316868,-0.017727612261845094
2969,0,28,5,23510,1.0,16,6.0,4,6,3,3,3,3,4.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-0.9771736638126857,-0.4153483374402344,-0.8821967631236247,-0.6797773106971454,0.3899796374923291,-0.6792318189978559,0.9316033855643254,-0.16461310905422863,0.2521455058408027,-0.3148734873096303,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,1.0778887624561249
3916,1,58,2,43850,1.0,4,40.0,2,40,15,6,3,3,3.0,4.0,3.0,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2.3078818762192883,-0.836361094437959,-0.45001518549793895,-0.6797773106971454,-2.4883637957146525,3.6946621433864957,-0.6201892226844657,5.386914010062064,3.977310265498893,0.5261877356070683,0.04825380046037423,-0.03134733829702275,0.049909597077369375,0.960985988256784,-0.017727612261845094
2253,0,59,2,20660,4.0,12,12.0,3,1,0,0,3,3,4.0,2.0,3.0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2.4173837275536876,-0.836361094437959,-0.9427531788676368,0.5234888158566704,-0.5694681735766648,0.0926318214229121,0.1557070814399298,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-1.1504897316868,-0.017727612261845094
1194,0,30,14,64300,1.0,12,12.0,2,11,5,8,3,3,2.0,3.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.7581699611438873,0.8476899335529394,-0.015496342703185994,-0.6797773106971454,-0.5694681735766648,0.0926318214229121,-0.6201892226844657,0.651787937874638,0.8730062991171511,1.086895217551534,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-0.0947518717150079,1.0778887624561249
3995,1,58,11,21530,9.0,2,3.0,3,1,0,0,3,2,1.0,3.0,1.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3078818762192883,0.4266771765552148,-0.9242675361668331,2.5289323601130302,-2.9680877012491496,-1.0651636392082398,0.1557070814399298,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-1.1930428163631641,-1.836759223476629,-0.0947518717150079,-2.208960361697785
418,0,59,4,56740,3.0,12,14.0,6,6,0,4,3,4,4.0,4.0,3.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.4173837275536876,-0.5556859231061426,-0.17613020341361788,0.12240010700539844,-0.5694681735766648,0.3499197015631681,2.4833959938131165,-0.16461310905422863,-0.6791456840737199,-0.034519746337397406,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-0.017727612261845094
3306,0,33,11,108200,5.0,19,11.0,2,9,1,7,3,4,2.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.42966440714069,0.4266771765552148,0.9172849384063325,0.9245775247079423,1.1095654957940746,-0.036012118647215895,-0.6201892226844657,0.32522751910309133,-0.3687152874355457,0.8065414765793013,0.04825380046037423,1.1303481397691186,-0.8934248131996299,0.960985988256784,-0.017727612261845094
953,0,31,5,45340,1.0,13,1.0,2,1,0,0,3,4,4.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.6486681098094882,-0.4153483374402344,-0.418355866389666,-0.6797773106971454,-0.3296062208094163,-1.3224515193484958,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-0.017727612261845094
2812,0,28,8,135910,5.0,20,6.0,2,2,2,2,4,4,2.0,3.0,4.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.9771736638126857,0.005664419557490206,1.5060632823595164,0.9245775247079423,1.3494274485613231,-0.6792318189978559,-0.6201892226844657,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,1.6245446154992582,1.1303481397691186,-0.8934248131996299,-0.0947518717150079,1.0778887624561249
946,0,27,2,39040,1.0,15,7.0,2,7,0,7,3,2,4.0,3.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.0866755151470848,-0.836361094437959,-0.5522174169816926,-0.6797773106971454,0.15011768472508064,-0.5505878789277279,-0.6201892226844657,-0.0013328996684553085,-0.6791456840737199,0.8065414765793013,0.04825380046037423,-1.1930428163631641,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
1973,0,49,1,69490,1.0,14,10.0,2,9,1,4,3,4,1.0,4.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1.3223652142096962,-0.9766986801038673,0.0947800775464359,-0.6797773106971454,-0.08974426804216784,-0.16465605871734387,-0.6201892226844657,0.32522751910309133,-0.3687152874355457,-0.034519746337397406,0.04825380046037423,1.1303481397691186,-1.836759223476629,0.960985988256784,1.0778887624561249
3161,0,24,8,23560,0.0,13,2.0,5,1,0,0,3,3,1.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4151810691502822,0.005664419557490206,-0.8811343698649579,-1.0808660195484174,-0.3296062208094163,-1.1938075792783678,1.707499689688721,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-0.03134733829702275,-1.836759223476629,-0.0947518717150079,-0.017727612261845094
4391,1,19,6,53320,1.0,20,0.0,2,0,0,0,2,2,4.0,1.0,2.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.9626903258222779,-0.2750107517743262,-0.2487979023064323,-0.6797773106971454,1.3494274485613231,-1.4510954594186238,-0.6201892226844657,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,-1.5280370145785098,-1.1930428163631641,0.9932440073543686,-2.206227591658592,-1.113343986979815
494,0,20,5,83920,1.0,17,2.0,5,2,1,2,3,3,3.0,1.0,3.0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,-1.8531884744878788,-0.4153483374402344,0.4013867719976968,-0.6797773106971454,0.6298415902595776,-1.1938075792783678,1.707499689688721,-0.8177339465973219,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.049909597077369375,-2.206227591658592,-0.017727612261845094
3162,0,40,6,28000,3.0,12,8.0,0,2,2,2,3,3,3.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.33684855220010396,-0.2750107517743262,-0.7867938484953392,0.12240010700539844,-0.5694681735766648,-0.42194393885759984,-2.171981830933257,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.049909597077369375,-1.1504897316868,-0.017727612261845094
3271,0,45,2,83960,3.0,15,25.0,3,23,14,4,3,4,3.0,2.0,4.0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.8843578088720997,-0.836361094437959,0.4022366866046303,0.12240010700539844,0.15011768472508064,1.765003042334576,0.1557070814399298,2.6111504505039176,3.666879868860719,-0.034519746337397406,0.04825380046037423,1.1303481397691186,0.049909597077369375,-1.1504897316868,1.0778887624561249
23,0,26,7,162910,1.0,22,5.0,3,5,3,3,4,2,3.0,4.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1.1961773664814839,-0.134673166108418,2.0797556420396304,-0.6797773106971454,1.82915135409582,-0.8078757590679838,0.1557070814399298,-0.32789331844000197,0.2521455058408027,-0.3148734873096303,1.6245446154992582,-1.1930428163631641,0.049909597077369375,0.960985988256784,-0.017727612261845094
1957,0,35,3,74030,1.0,12,10.0,4,10,6,8,3,3,3.0,2.0,3.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-0.2106607044718917,-0.6960235087720509,0.1912453854333884,-0.6797773106971454,-0.5694681735766648,-0.16465605871734387,0.9316033855643254,0.48850772848886465,1.1834366957553253,1.086895217551534,0.04825380046037423,-0.03134733829702275,0.049909597077369375,-1.1504897316868,-0.017727612261845094
1141,0,35,6,37600,1.0,14,10.0,2,10,0,6,3,4,2.0,3.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.2106607044718917,-0.2750107517743262,-0.5828143428312986,-0.6797773106971454,-0.08974426804216784,-0.16465605871734387,-0.6201892226844657,0.48850772848886465,-0.6791456840737199,0.5261877356070683,0.04825380046037423,1.1303481397691186,-0.8934248131996299,-0.0947518717150079,-2.208960361697785
3929,1,30,4,28620,5.0,12,9.0,2,6,0,1,3,4,1.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.7581699611438873,-0.5556859231061426,-0.7736201720878698,0.9245775247079423,-0.5694681735766648,-0.29329999878747187,-0.6201892226844657,-0.16461310905422863,-0.6791456840737199,-0.875580969254096,0.04825380046037423,1.1303481397691186,-1.836759223476629,-0.0947518717150079,-0.017727612261845094
161,0,40,12,25710,7.0,14,22.0,1,20,5,13,3,2,4.0,4.0,4.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.33684855220010396,0.567014762221123,-0.8354514597422821,1.7267549424104864,-0.08974426804216784,1.379071222124192,-1.3960855268088614,2.1213098223465976,0.8730062991171511,2.4886639224126985,0.04825380046037423,-1.1930428163631641,0.9932440073543686,0.960985988256784,1.0778887624561249
2767,0,27,1,27130,1.0,11,0.0,2,0,0,0,3,3,4.0,4.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1.0866755151470848,-0.9766986801038673,-0.8052794911961428,-0.6797773106971454,-0.8093301263439133,-1.4510954594186238,-0.6201892226844657,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
1076,0,36,2,43200,3.0,17,5.0,2,1,0,0,3,4,4.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.10115885313749257,-0.836361094437959,-0.46382629786060836,0.12240010700539844,0.6298415902595776,-0.8078757590679838,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,1.1303481397691186,0.9932440073543686,-1.1504897316868,-0.017727612261845094
975,0,35,7,131420,1.0,25,10.0,4,10,0,8,4,4,3.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-0.2106607044718917,-0.134673166108418,1.4106603677312306,-0.6797773106971454,2.5487372123975653,-0.16465605871734387,0.9316033855643254,0.48850772848886465,-0.6791456840737199,1.086895217551534,1.6245446154992582,1.1303481397691186,0.049909597077369375,0.960985988256784,-0.017727612261845094
3999,1,41,28,26570,4.0,6,10.0,3,7,1,0,3,3,4.0,3.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.4463504035345031,2.8124161328756543,-0.8171782956932119,0.5234888158566704,-2.008639890180156,-0.16465605871734387,0.1557070814399298,-0.0013328996684553085,-0.3687152874355457,-1.1559347102263289,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
2102,0,35,6,53460,0.0,14,6.0,3,5,0,3,3,3,4.0,3.0,4.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,-0.2106607044718917,-0.2750107517743262,-0.24582320118216505,-1.0808660195484174,-0.08974426804216784,-0.6792318189978559,0.1557070814399298,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,1.0778887624561249
597,0,34,1,86210,1.0,17,5.0,1,5,0,0,3,1,4.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.3201625558062908,-0.9766986801038673,0.45004438324463975,-0.6797773106971454,0.6298415902595776,-0.8078757590679838,-1.3960855268088614,-0.32789331844000197,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-2.3547382944293056,0.9932440073543686,0.960985988256784,1.0778887624561249
600,0,38,6,76250,1.0,15,4.0,2,4,0,3,3,2,4.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.11784484953130571,-0.2750107517743262,0.23841564611819777,-0.6797773106971454,0.15011768472508064,-0.9365196991381118,-0.6201892226844657,-0.4911735278257753,-0.6791456840737199,-0.3148734873096303,0.04825380046037423,-1.1930428163631641,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
2413,0,45,7,95250,9.0,19,22.0,3,20,11,8,3,3,4.0,4.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.8843578088720997,-0.134673166108418,0.6421250844116112,2.5289323601130302,1.1095654957940746,1.379071222124192,0.1557070814399298,2.1213098223465976,2.7355886789461965,1.086895217551534,0.04825380046037423,-0.03134733829702275,0.9932440073543686,0.960985988256784,-0.017727612261845094
888,0,28,6,89660,1.0,16,3.0,3,3,2,2,3,3,3.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.9771736638126857,-0.2750107517743262,0.5233495180926543,-0.6797773106971454,0.3899796374923291,-1.0651636392082398,0.1557070814399298,-0.6544537372115486,-0.058284890797371494,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.049909597077369375,0.960985988256784,-0.017727612261845094
2090,0,40,2,25390,4.0,12,7.0,3,4,0,2,3,2,4.0,3.0,2.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.33684855220010396,-0.836361094437959,-0.8422507765977502,0.5234888158566704,-0.5694681735766648,-0.5505878789277279,0.1557070814399298,-0.4911735278257753,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,-1.1930428163631641,0.9932440073543686,-0.0947518717150079,-1.113343986979815
2649,0,24,1,34070,1.0,15,6.0,2,6,1,4,3,4,4.0,4.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-1.4151810691502822,-0.9766986801038673,-0.6578193068931802,-0.6797773106971454,0.15011768472508064,-0.6792318189978559,-0.6201892226844657,-0.16461310905422863,-0.3687152874355457,-0.034519746337397406,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-1.113343986979815
3810,1,21,24,53370,1.0,9,2.0,2,2,2,2,2,3,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,-1.7436866231534796,2.2510657902120212,-0.24773550904776545,-0.6797773106971454,-1.2890540318784103,-1.1938075792783678,-0.6201892226844657,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,-1.5280370145785098,-0.03134733829702275,-1.836759223476629,-0.0947518717150079,-2.208960361697785
851,0,36,22,50560,7.0,12,15.0,2,12,5,7,3,3,4.0,2.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,-0.10115885313749257,1.970390618880205,-0.30744201018484396,1.7267549424104864,-0.5694681735766648,0.47856364163329607,-0.6201892226844657,0.8150681472604113,0.8730062991171511,0.8065414765793013,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-1.1504897316868,-0.017727612261845094
4130,1,50,5,167990,7.0,9,12.0,2,6,0,1,1,2,2.0,4.0,1.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.4318670655440953,-0.4153483374402344,2.187694797120185,1.7267549424104864,-1.2890540318784103,0.0926318214229121,-0.6201892226844657,-0.16461310905422863,-0.6791456840737199,-0.875580969254096,-3.104327829617394,-1.1930428163631641,-0.8934248131996299,0.960985988256784,-2.208960361697785
1308,0,35,13,25440,0.0,13,17.0,3,16,0,13,3,4,1.0,4.0,3.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,-0.2106607044718917,0.7073523478870313,-0.8411883833390833,-1.0808660195484174,-0.3296062208094163,0.7358515217735521,0.1557070814399298,1.4681889848035046,-0.6791456840737199,2.4886639224126985,0.04825380046037423,1.1303481397691186,-1.836759223476629,0.960985988256784,-0.017727612261845094
4214,1,50,5,44240,3.0,10,18.0,2,4,1,3,1,3,2.0,2.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1.4318670655440953,-0.4153483374402344,-0.4417285180803373,0.12240010700539844,-1.0491920791111617,0.8644954618436801,-0.6201892226844657,-0.4911735278257753,-0.3687152874355457,-0.3148734873096303,-3.104327829617394,-0.03134733829702275,-0.8934248131996299,-1.1504897316868,-0.017727612261845094
2723,0,38,8,181720,6.0,12,6.0,5,1,0,1,3,3,4.0,2.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0.11784484953130571,0.005664419557490206,2.4794279859501094,1.3256662335592142,-0.5694681735766648,-0.6792318189978559,1.707499689688721,-0.9810141559830953,-0.6791456840737199,-0.875580969254096,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-1.1504897316868,-0.017727612261845094
2599,0,60,8,22690,5.0,18,33.0,4,29,11,10,3,4,1.0,2.0,4.0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2.526885578888087,0.005664419557490206,-0.8996200125657615,0.9245775247079423,0.8697035430268261,2.7941545628955997,0.9316033855643254,3.5908317068185576,2.7355886789461965,1.647602699496,0.04825380046037423,1.1303481397691186,-1.836759223476629,-1.1504897316868,1.0778887624561249
1724,0,19,18,191970,1.0,12,1.0,2,1,0,0,3,2,2.0,4.0,3.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-1.9626903258222779,1.4090402762165721,2.6972186039768196,-0.6797773106971454,-0.5694681735766648,-1.3224515193484958,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.04825380046037423,-1.1930428163631641,-0.8934248131996299,0.960985988256784,-0.017727612261845094
3213,0,39,2,72640,0.0,17,11.0,5,10,0,7,3,4,4.0,4.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.22734670086570485,-0.836361094437959,0.16171085284244918,-1.0808660195484174,0.6298415902595776,-0.036012118647215895,1.707499689688721,0.48850772848886465,-0.6791456840737199,0.8065414765793013,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,1.0778887624561249
