,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3
711,0,58,2,39680,2.0,13,12.0,3,5,1,2,3,3,3.0,3.0,3.0,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
712,0,30,16,48100,8.0,18,8.0,3,4,0,3,3,4,3.0,4.0,3.0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
713,0,45,21,27940,3.0,19,8.0,2,5,0,2,3,4,2.0,3.0,3.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
714,1,42,12,50100,6.0,14,7.0,3,2,2,2,3,1,3.0,1.0,3.0,2,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
715,0,52,17,28890,1.0,11,34.0,2,34,1,16,3,4,4.0,3.0,3.0,3,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False
716,0,48,1,74060,6.0,14,25.0,2,1,0,0,3,4,4.0,4.0,4.0,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False
717,1,34,5,55620,1.0,11,9.0,3,9,0,6,3,1,2.0,2.0,1.0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
718,0,49,1,73140,7.0,22,25.0,2,7,0,7,4,3,4.0,4.0,4.0,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
719,0,56,3,198470,4.0,12,6.0,6,0,0,0,3,3,4.0,3.0,2.0,3,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False
720,0,34,1,41980,1.0,22,16.0,2,16,2,10,4,4,2.0,3.0,3.0,1,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False
721,0,36,2,22900,4.0,11,15.0,5,1,0,0,3,2,2.0,4.0,3.0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
722,0,24,5,40870,0.0,20,4.0,1,3,0,2,4,3,3.0,2.0,3.0,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
723,0,34,22,103250,1.0,11,9.0,3,9,7,2,3,4,4.0,4.0,4.0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
724,0,43,4,96990,8.0,19,18.0,3,8,0,1,3,4,1.0,3.0,2.0,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
725,0,29,6,52960,4.0,14,11.0,3,7,1,7,3,4,1.0,2.0,4.0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
726,0,41,2,72600,1.0,16,22.0,2,22,2,10,3,4,2.0,3.0,3.0,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
727,0,49,2,47280,3.0,12,8.0,4,5,0,4,3,3,1.0,4.0,2.0,2,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
728,1,48,2,45910,9.0,12,23.0,6,1,0,0,2,2,2.0,2.0,1.0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
729,0,41,23,52940,2.0,14,17.0,3,1,0,0,3,4,4.0,4.0,1.0,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
730,1,45,23,34410,2.0,8,5.0,5,1,0,0,2,2,3.0,1.0,3.0,2,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
731,1,44,1,103330,3.0,10,19.0,2,1,0,0,1,1,2.0,1.0,1.0,2,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
732,0,38,4,154270,3.0,16,18.0,2,1,0,0,3,3,4.0,4.0,3.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
733,0,38,2,27780,2.0,13,8.0,5,3,1,2,3,3,1.0,3.0,3.0,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
734,0,42,22,26450,1.0,15,10.0,5,10,2,2,3,2,4.0,4.0,3.0,2,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
735,0,45,14,58110,0.0,14,25.0,4,24,1,7,3,4,4.0,4.0,3.0,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
736,0,22,2,195450,0.0,14,3.0,3,2,2,2,3,3,3.0,4.0,3.0,0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
737,0,21,1,26100,1.0,11,2.0,3,2,2,2,3,3,3.0,4.0,4.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
738,0,34,1,86210,1.0,17,5.0,1,5,0,0,3,4,2.0,4.0,4.0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
739,0,38,2,23680,6.0,11,17.0,3,15,4,12,3,4,4.0,3.0,3.0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
740,0,37,18,30550,2.0,14,17.0,3,3,0,2,3,3,2.0,4.0,2.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
741,1,31,35,25150,1.0,8,7.0,3,7,7,7,2,2,1.0,3.0,3.0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
742,0,56,2,20420,7.0,12,30.0,6,10,1,1,3,2,2.0,4.0,3.0,3,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
743,1,31,18,40660,3.0,20,4.0,2,2,2,2,2,4,3.0,4.0,2.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
744,0,42,14,99980,5.0,15,24.0,3,22,4,14,4,2,4.0,3.0,3.0,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
745,0,42,6,22260,0.0,12,4.0,3,3,1,0,3,4,4.0,4.0,4.0,2,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
746,0,36,7,24360,4.0,13,16.0,3,11,3,9,3,4,3.0,4.0,3.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
747,0,27,4,44000,9.0,16,6.0,3,2,2,2,3,3,4.0,3.0,3.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False
748,1,35,11,173990,6.0,7,7.0,3,2,2,2,1,3,4.0,2.0,3.0,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
749,0,42,1,30340,7.0,21,9.0,3,6,1,5,4,4,2.0,4.0,3.0,2,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
750,0,50,7,23220,7.0,25,4.0,0,2,2,2,4,4,2.0,3.0,4.0,2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
751,0,35,6,24380,7.0,16,10.0,5,7,6,2,3,3,3.0,4.0,3.0,1,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
752,0,42,17,22010,4.0,12,16.0,3,1,0,0,3,4,3.0,2.0,3.0,2,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
753,0,31,3,96100,0.0,11,6.0,2,5,1,4,3,4,2.0,4.0,4.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
754,1,18,1,23350,1.0,7,0.0,3,0,0,0,3,2,1.0,3.0,2.0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
755,0,37,2,52380,1.0,11,10.0,5,10,0,7,3,3,2.0,4.0,2.0,1,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
756,0,24,12,54880,1.0,22,6.0,6,6,1,3,4,4,4.0,3.0,3.0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
757,0,36,1,23770,6.0,13,15.0,3,1,0,0,3,4,3.0,4.0,3.0,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
758,0,31,6,53430,1.0,14,13.0,3,13,0,8,3,4,3.0,3.0,4.0,1,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
759,0,55,6,50930,2.0,16,31.0,3,7,0,0,3,4,2.0,3.0,4.0,3,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
760,0,45,1,29420,1.0,22,21.0,4,21,8,6,4,3,4.0,3.0,3.0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
761,0,34,5,43060,0.0,11,14.0,2,13,4,9,3,4,2.0,2.0,3.0,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
762,0,60,13,23390,4.0,20,22.0,4,18,13,11,4,3,2.0,1.0,4.0,3,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
763,0,31,11,167560,1.0,11,6.0,5,5,0,3,3,2,3.0,3.0,2.0,1,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
764,0,50,14,42980,1.0,20,31.0,6,31,14,7,4,3,4.0,3.0,4.0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
765,0,28,4,25590,1.0,11,8.0,3,8,1,7,3,3,3.0,2.0,4.0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False
766,0,30,3,21210,1.0,13,6.0,2,6,1,1,3,3,4.0,3.0,3.0,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
767,1,29,4,59160,6.0,9,5.0,2,3,0,2,3,2,3.0,3.0,2.0,0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
768,1,35,10,36900,1.0,3,10.0,2,10,7,8,3,1,4.0,4.0,2.0,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
769,0,34,7,53680,2.0,13,9.0,2,3,1,2,3,4,2.0,2.0,4.0,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
770,1,30,12,55620,5.0,8,8.0,3,5,0,4,3,2,2.0,3.0,2.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
771,1,50,20,173280,4.0,14,20.0,1,3,2,0,2,2,2.0,2.0,3.0,2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
772,0,28,8,52100,1.0,15,1.0,1,1,0,0,3,3,3.0,4.0,3.0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
773,1,21,1,27910,1.0,5,1.0,3,1,1,0,1,2,2.0,3.0,2.0,0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
774,0,29,13,36460,1.0,14,10.0,3,10,8,8,3,4,4.0,1.0,3.0,0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
775,0,36,10,25170,2.0,14,12.0,3,4,1,3,3,4,2.0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
776,0,31,2,29090,9.0,14,10.0,2,5,0,1,2,2,4.0,3.0,2.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
777,0,26,7,68110,1.0,11,8.0,4,8,2,2,3,3,2.0,4.0,3.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
778,1,27,2,137700,1.0,16,8.0,3,8,7,7,2,3,3.0,3.0,2.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
779,0,40,2,50330,2.0,14,6.0,6,4,0,2,3,2,2.0,3.0,3.0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
780,0,44,18,104530,2.0,11,10.0,2,3,0,2,3,4,4.0,3.0,4.0,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
781,1,33,4,49360,0.0,8,6.0,2,5,0,3,3,2,1.0,4.0,1.0,1,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
782,0,41,2,47410,6.0,16,8.0,3,2,2,1,3,1,4.0,3.0,4.0,2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
783,0,50,5,23420,1.0,12,32.0,2,32,13,9,3,2,4.0,4.0,4.0,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
784,0,37,2,52380,1.0,15,10.0,5,10,0,7,3,3,4.0,3.0,3.0,1,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
785,0,47,20,148520,3.0,19,27.0,3,5,1,0,3,4,4.0,2.0,3.0,2,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
786,0,44,2,23450,3.0,13,24.0,0,22,5,17,3,3,4.0,4.0,4.0,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
787,0,42,1,23720,3.0,12,14.0,3,0,0,0,3,3,3.0,3.0,4.0,2,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
788,0,42,8,61510,1.0,14,20.0,3,20,3,7,3,4,1.0,4.0,4.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
789,0,52,2,46140,2.0,16,16.0,3,9,0,0,3,3,4.0,3.0,4.0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
790,0,31,11,167560,1.0,11,6.0,5,5,0,3,3,3,2.0,4.0,3.0,1,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
791,0,43,2,90940,1.0,12,10.0,0,10,0,9,3,4,4.0,3.0,3.0,2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
792,0,30,4,54100,0.0,17,6.0,2,5,4,4,3,3,1.0,3.0,3.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False
793,0,46,6,17020,5.0,21,25.0,2,4,0,3,4,3,1.0,2.0,2.0,2,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
794,0,42,10,22880,5.0,16,8.0,4,2,2,2,3,3,4.0,4.0,3.0,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
795,1,28,12,25610,1.0,16,2.0,3,2,2,2,2,3,4.0,2.0,2.0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
796,0,42,16,72950,1.0,15,10.0,3,9,7,8,3,3,4.0,1.0,3.0,2,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
797,0,26,2,20800,0.0,13,8.0,6,7,7,6,3,3,4.0,4.0,3.0,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
798,0,34,8,41480,1.0,11,11.0,3,11,7,9,3,3,4.0,4.0,4.0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
799,1,47,1,57620,1.0,6,10.0,4,10,9,9,3,3,2.0,3.0,1.0,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
800,0,34,2,64100,1.0,13,1.0,5,1,0,0,3,3,2.0,4.0,3.0,1,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
801,0,42,1,174650,8.0,20,7.0,3,5,0,4,3,3,2.0,4.0,4.0,2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
802,0,34,6,196260,1.0,21,15.0,5,15,0,7,4,4,3.0,4.0,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
803,1,47,1,57620,1.0,6,10.0,4,10,9,9,3,2,2.0,2.0,2.0,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
804,0,54,2,89380,7.0,11,19.0,2,1,0,0,3,3,3.0,3.0,3.0,3,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True
805,1,20,35,27070,1.0,4,1.0,2,1,0,0,2,2,3.0,3.0,2.0,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
806,1,31,2,53960,7.0,13,3.0,2,1,0,0,2,2,1.0,3.0,2.0,1,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
807,0,35,2,32940,0.0,11,6.0,2,5,0,3,3,3,4.0,4.0,2.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
808,0,53,9,21480,3.0,11,21.0,2,5,1,3,2,4,1.0,2.0,2.0,3,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
809,0,46,10,89430,8.0,12,19.0,6,16,1,7,3,4,2.0,3.0,4.0,2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
810,0,35,7,104960,1.0,13,5.0,2,5,0,2,3,3,4.0,3.0,1.0,1,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
811,0,46,7,141180,2.0,22,12.0,3,6,1,4,4,3,2.0,3.0,4.0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
812,0,23,2,49360,0.0,19,5.0,2,4,1,2,3,4,3.0,3.0,4.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
813,0,55,2,74410,3.0,14,24.0,4,1,1,0,3,3,4.0,4.0,4.0,3,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
814,0,32,8,23800,4.0,13,9.0,5,6,1,2,3,3,4.0,4.0,4.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
815,1,32,28,24680,0.0,5,4.0,2,3,1,2,2,1,3.0,2.0,2.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
816,0,42,18,23730,6.0,14,21.0,3,1,0,0,3,3,4.0,4.0,4.0,2,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
817,0,49,6,53240,2.0,19,20.0,2,3,1,2,3,4,4.0,3.0,4.0,2,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
818,0,26,2,24360,1.0,24,3.0,2,3,0,2,4,1,3.0,4.0,4.0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
819,0,24,1,93800,0.0,16,5.0,2,4,1,3,3,3,4.0,2.0,4.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
820,1,18,2,34680,1.0,12,0.0,4,0,0,0,1,2,2.0,2.0,1.0,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
821,0,31,19,44400,1.0,13,4.0,2,4,3,2,3,4,1.0,3.0,3.0,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
822,0,27,5,42600,1.0,11,4.0,2,4,2,2,3,2,4.0,3.0,3.0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
823,0,35,10,20420,0.0,16,6.0,2,5,1,4,3,3,4.0,4.0,4.0,1,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
824,0,24,1,28970,1.0,18,5.0,4,5,0,3,3,2,4.0,4.0,3.0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
825,0,36,2,199730,6.0,12,10.0,2,3,0,2,3,4,3.0,4.0,4.0,1,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
826,1,26,5,68540,2.0,3,5.0,5,3,0,2,3,1,1.0,1.0,1.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
827,0,38,5,87890,1.0,11,15.0,4,15,5,11,3,4,1.0,3.0,2.0,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
828,1,37,2,40010,6.0,6,17.0,2,1,0,0,2,1,1.0,1.0,2.0,1,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
829,0,26,9,92780,0.0,20,5.0,3,4,0,0,4,4,1.0,4.0,3.0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
830,1,34,5,55620,1.0,9,9.0,3,9,0,6,2,3,3.0,2.0,2.0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
831,0,41,2,23870,3.0,11,12.0,1,5,1,0,3,2,4.0,4.0,4.0,2,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
832,0,38,2,107250,3.0,18,11.0,5,7,1,7,3,3,3.0,2.0,3.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
833,1,50,14,49000,1.0,10,3.0,3,3,0,2,2,3,2.0,1.0,2.0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
834,0,38,3,70820,1.0,14,2.0,3,2,2,1,3,3,3.0,4.0,4.0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
