,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3
1367,0,46,15,41080,2.0,14,19.0,5,10,0,8,3,4,4.0,3.0,4.0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1368,0,42,14,132060,0.0,13,7.0,2,6,0,4,3,3,3.0,3.0,4.0,2,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1369,0,38,2,49070,1.0,11,1.0,3,1,0,0,3,1,2.0,2.0,3.0,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
1370,0,40,21,34820,0.0,18,21.0,2,20,1,12,3,3,3.0,4.0,4.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
1371,0,26,2,24360,1.0,24,3.0,2,3,0,2,4,3,4.0,4.0,4.0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1372,0,30,12,23800,4.0,18,9.0,2,5,1,4,3,4,3.0,4.0,3.0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1373,0,29,6,194310,1.0,11,10.0,3,10,0,7,3,4,4.0,3.0,3.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
1374,0,30,2,51310,0.0,15,10.0,2,9,7,8,3,2,4.0,4.0,4.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
1375,0,57,2,63060,3.0,12,32.0,3,1,0,0,3,4,3.0,4.0,2.0,3,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1376,0,50,8,47870,0.0,12,28.0,3,27,15,7,3,3,4.0,3.0,3.0,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
1377,0,30,8,188800,0.0,22,12.0,3,11,6,7,4,4,4.0,3.0,4.0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
1378,0,60,13,23390,4.0,20,22.0,4,18,13,11,4,4,2.0,4.0,3.0,3,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
1379,0,47,1,135700,5.0,16,20.0,2,5,0,4,3,2,2.0,4.0,4.0,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1380,0,46,3,67120,6.0,21,26.0,3,3,0,1,4,2,2.0,4.0,4.0,2,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
1381,0,35,12,54060,0.0,12,6.0,2,5,4,3,3,3,4.0,4.0,4.0,1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False
1382,0,54,2,89380,7.0,11,19.0,2,1,0,0,3,3,3.0,3.0,3.0,3,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True
1383,0,34,6,24390,3.0,11,14.0,2,7,5,7,3,3,3.0,1.0,4.0,1,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1384,0,46,2,88370,2.0,18,15.0,3,3,1,2,3,3,4.0,3.0,4.0,2,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1385,0,31,6,53430,1.0,14,13.0,3,13,0,8,3,4,3.0,3.0,4.0,1,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1386,0,30,2,48500,0.0,12,4.0,4,3,1,2,3,4,3.0,2.0,2.0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
1387,0,35,10,28090,4.0,23,10.0,2,8,0,0,4,3,4.0,3.0,3.0,1,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1388,0,42,2,29770,4.0,15,8.0,3,2,2,0,3,4,4.0,4.0,3.0,2,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
1389,0,36,2,40250,1.0,11,10.0,3,10,9,7,3,3,3.0,4.0,3.0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
1390,0,48,5,108540,2.0,14,14.0,6,9,6,7,3,1,3.0,1.0,3.0,2,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
1391,0,55,1,120310,3.0,11,37.0,5,10,7,7,3,4,4.0,4.0,3.0,3,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
1392,0,41,2,99360,7.0,17,16.0,2,14,1,10,3,4,4.0,4.0,4.0,2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
1393,0,35,18,29660,9.0,18,15.0,2,11,6,9,3,3,4.0,3.0,2.0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1394,0,40,12,25710,7.0,14,22.0,1,20,5,13,3,3,3.0,2.0,4.0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
1395,0,39,10,99910,1.0,16,8.0,3,8,0,7,3,2,3.0,3.0,3.0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
1396,0,31,1,61420,4.0,13,10.0,2,6,0,5,3,3,4.0,2.0,4.0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
1397,0,42,4,53900,1.0,14,10.0,3,10,5,8,3,1,4.0,3.0,4.0,2,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
1398,0,45,2,44040,0.0,23,9.0,2,8,3,7,4,3,4.0,4.0,3.0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
1399,0,29,4,51300,4.0,11,8.0,3,3,1,2,3,3,3.0,2.0,2.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1400,0,33,13,20900,4.0,16,10.0,2,6,0,5,3,4,4.0,3.0,4.0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1401,0,31,2,29090,9.0,14,10.0,2,5,0,1,3,3,4.0,3.0,3.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1402,0,40,1,30680,3.0,19,20.0,3,1,0,1,3,4,3.0,3.0,4.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1403,0,41,18,26700,2.0,15,10.0,2,8,0,7,3,4,4.0,3.0,4.0,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
1404,0,26,7,26930,5.0,17,8.0,3,0,0,0,3,4,3.0,4.0,4.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1405,0,35,13,95260,1.0,15,5.0,2,5,0,3,3,2,4.0,4.0,4.0,1,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
1406,0,34,21,52370,1.0,19,10.0,3,10,5,7,3,3,2.0,4.0,3.0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
1407,0,37,6,41930,4.0,16,12.0,5,6,1,2,3,2,3.0,2.0,4.0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
1408,0,46,3,29110,5.0,13,28.0,3,2,1,2,3,4,3.0,2.0,4.0,2,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
1409,0,41,19,26610,7.0,14,22.0,2,18,11,8,3,4,3.0,4.0,2.0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
1410,0,37,6,20280,1.0,16,9.0,3,9,7,7,3,3,4.0,4.0,3.0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1411,0,52,2,99800,3.0,11,18.0,2,10,6,9,3,4,4.0,4.0,4.0,3,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1412,0,24,18,29350,0.0,14,3.0,5,2,2,1,3,2,3.0,3.0,4.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1413,0,38,4,154270,3.0,16,18.0,2,1,0,0,3,3,4.0,4.0,3.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
1414,0,37,1,39440,6.0,11,8.0,3,6,4,3,3,4,4.0,3.0,3.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False
1415,0,49,17,40110,1.0,18,31.0,2,31,0,9,3,3,4.0,4.0,3.0,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1416,0,24,1,34070,1.0,15,6.0,2,6,1,4,3,3,3.0,1.0,1.0,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1417,0,26,15,119940,1.0,14,6.0,6,5,1,4,3,3,2.0,2.0,4.0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False
1418,0,24,6,12320,1.0,12,1.0,4,1,0,0,3,3,4.0,2.0,4.0,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1419,0,50,2,29600,1.0,14,32.0,2,32,10,7,3,3,3.0,4.0,3.0,2,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1420,0,25,2,190940,1.0,16,7.0,3,7,0,6,3,4,4.0,4.0,4.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1421,0,34,5,102480,1.0,12,6.0,4,6,1,3,3,3,4.0,3.0,4.0,1,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
1422,0,35,2,24960,4.0,17,9.0,3,3,0,2,3,4,4.0,4.0,3.0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
1423,0,31,1,64650,4.0,17,13.0,3,7,5,7,3,2,3.0,4.0,3.0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1424,0,27,18,22060,0.0,14,6.0,4,5,0,3,3,3,4.0,3.0,3.0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1425,0,37,7,20860,4.0,14,17.0,3,3,1,0,3,4,3.0,2.0,4.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1426,0,20,14,22930,1.0,13,1.0,3,1,0,0,3,3,4.0,2.0,3.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
1427,0,42,22,26450,1.0,15,10.0,5,10,2,2,3,2,4.0,4.0,3.0,2,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
1428,0,43,8,26830,4.0,11,21.0,3,1,0,0,3,2,4.0,1.0,3.0,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1429,0,38,2,20140,3.0,17,8.0,5,0,0,0,3,3,4.0,4.0,3.0,1,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1430,0,43,3,34190,3.0,11,10.0,5,8,4,7,3,4,4.0,4.0,3.0,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
1431,0,48,6,53760,7.0,13,21.0,3,3,0,2,3,2,4.0,4.0,2.0,2,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1432,0,44,23,19510,4.0,22,10.0,4,2,0,2,4,2,4.0,2.0,3.0,2,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
1433,0,34,10,23410,1.0,20,8.0,3,8,0,6,4,4,3.0,2.0,4.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1434,0,21,13,87260,1.0,11,3.0,2,3,1,2,3,3,2.0,4.0,4.0,0,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
1435,0,44,2,40110,4.0,14,26.0,2,2,0,1,3,4,2.0,4.0,4.0,2,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
1436,0,22,2,195450,0.0,14,3.0,3,2,2,2,3,3,3.0,4.0,3.0,0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
1438,0,32,1,30220,1.0,16,6.0,3,6,0,5,3,4,1.0,4.0,4.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
1439,0,30,3,57720,1.0,17,1.0,3,1,0,0,3,3,2.0,4.0,4.0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1440,0,53,19,22690,7.0,11,18.0,2,14,8,10,3,2,3.0,3.0,4.0,3,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False
1441,0,34,1,53810,1.0,12,10.0,0,10,8,8,3,4,3.0,2.0,3.0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1442,0,26,6,54540,1.0,13,3.0,5,3,0,2,3,3,3.0,4.0,4.0,0,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
1443,0,37,3,98840,1.0,14,10.0,3,10,7,8,3,3,4.0,4.0,4.0,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1444,0,29,2,41570,1.0,17,6.0,2,6,1,2,3,4,2.0,3.0,4.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
1445,0,35,8,134580,1.0,11,17.0,3,17,11,8,3,4,4.0,4.0,2.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
1446,0,33,6,90690,3.0,25,15.0,3,13,4,7,4,2,3.0,4.0,3.0,1,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
1447,0,54,4,40140,2.0,19,16.0,4,9,7,1,3,4,4.0,4.0,3.0,3,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
1448,0,36,6,59150,2.0,13,13.0,3,3,0,2,3,4,1.0,1.0,4.0,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1449,0,27,7,59930,0.0,14,5.0,3,4,1,1,3,2,2.0,4.0,3.0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False
1450,0,35,2,187400,1.0,19,1.0,2,1,0,0,3,3,4.0,3.0,4.0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
1451,0,23,2,76370,2.0,11,5.0,3,3,0,2,3,3,4.0,3.0,4.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
1452,0,25,9,100960,0.0,11,4.0,3,3,1,2,3,4,3.0,4.0,3.0,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1453,0,38,13,147560,0.0,20,8.0,3,7,0,5,4,2,4.0,4.0,3.0,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
1454,0,29,2,64990,1.0,18,10.0,3,10,2,8,3,3,4.0,4.0,3.0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1455,0,48,13,97240,3.0,13,12.0,2,2,2,2,3,3,1.0,4.0,3.0,2,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1456,0,27,3,21940,1.0,12,6.0,5,6,0,4,3,3,4.0,4.0,4.0,0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1457,0,37,13,33880,3.0,11,4.0,2,1,0,0,3,4,3.0,3.0,3.0,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
1458,0,50,4,54730,1.0,19,20.0,2,20,3,8,3,4,4.0,4.0,4.0,2,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
1459,0,34,14,27030,1.0,21,9.0,2,8,7,7,4,2,4.0,3.0,3.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
1460,0,39,10,62200,1.0,14,20.0,2,20,11,10,3,4,3.0,3.0,3.0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
1461,0,32,2,30380,1.0,11,10.0,5,10,0,8,3,3,2.0,4.0,3.0,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
1462,0,38,7,43120,0.0,12,10.0,2,9,1,8,3,4,2.0,3.0,3.0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
1463,0,27,8,132450,1.0,23,9.0,3,9,0,7,4,4,4.0,4.0,3.0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False
1464,0,32,1,136640,3.0,14,10.0,6,7,7,7,3,3,3.0,4.0,3.0,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
1465,0,47,2,50210,2.0,17,20.0,3,7,1,7,3,3,4.0,4.0,4.0,2,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
1466,0,40,2,51260,5.0,18,20.0,2,18,1,12,3,2,4.0,4.0,1.0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
1467,0,53,6,28590,3.0,18,32.0,2,5,1,3,3,3,2.0,4.0,3.0,3,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
1468,0,41,5,102390,3.0,24,23.0,3,21,12,6,4,2,4.0,4.0,3.0,2,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1469,0,60,6,53290,8.0,20,10.0,3,2,2,2,4,4,1.0,3.0,1.0,3,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
1470,0,27,23,43250,1.0,14,9.0,2,9,1,7,3,4,3.0,4.0,4.0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1471,0,41,2,72600,1.0,16,22.0,2,22,2,10,3,2,3.0,2.0,4.0,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1472,0,50,7,23220,7.0,25,4.0,0,2,2,2,4,4,2.0,3.0,4.0,2,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
1473,0,36,8,41520,9.0,19,10.0,3,8,0,5,3,2,4.0,4.0,4.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False
1474,0,38,1,96190,4.0,13,10.0,2,1,0,0,3,4,4.0,2.0,2.0,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False
1475,0,44,6,135030,2.0,12,9.0,6,5,1,4,3,3,4.0,3.0,3.0,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1477,0,30,6,52090,7.0,14,10.0,3,8,7,7,3,3,2.0,3.0,2.0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1478,0,29,1,106730,1.0,13,1.0,2,1,0,0,3,4,3.0,4.0,3.0,0,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
1479,0,43,21,135490,3.0,11,7.0,3,2,2,2,3,4,3.0,3.0,3.0,2,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
1480,0,34,2,49990,3.0,12,10.0,2,5,4,3,3,3,4.0,4.0,3.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False
1481,0,23,10,42210,1.0,11,5.0,4,4,0,2,3,4,4.0,4.0,3.0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False
1482,0,39,2,138720,9.0,12,12.0,3,8,3,6,3,3,4.0,1.0,4.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
1483,0,56,2,20420,7.0,12,30.0,6,10,1,1,3,3,2.0,2.0,4.0,3,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1484,0,40,7,20730,0.0,14,5.0,3,4,2,3,3,3,4.0,4.0,2.0,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1485,0,27,8,29560,8.0,13,9.0,6,7,0,7,3,4,3.0,4.0,4.0,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1486,0,29,16,29260,1.0,15,2.0,3,2,2,2,3,3,4.0,3.0,4.0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1487,0,53,7,48090,2.0,18,19.0,2,2,2,2,3,3,2.0,4.0,4.0,3,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
1488,0,35,4,51630,2.0,18,16.0,4,1,0,0,3,3,3.0,2.0,3.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1489,0,32,3,188440,1.0,19,10.0,3,10,4,7,3,3,2.0,3.0,4.0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1490,0,38,8,181720,6.0,12,6.0,5,1,0,1,3,4,4.0,3.0,4.0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False
